date	company	relationEntity	relationEntityType	classification	snippet	country	keywords
2023-04-21	Tata Consultancy Services Limited				Tata Consultancy Services has resulted in a sharp decline in the IT sector weighting in the Nifty50 index	IN	sharp decline|decline
2023-04-21	IBM Corp.	Moderna Holding B.V.	company		Through the partnership, Moderna will have access to IBM's quantum computers	US	quantum computer|computer
2023-04-21	IBM Corp.	Moderna Holding B.V.	company		Additionally, Moderna and IBM scientists will use the MoLFormer AI model to help predict molecules' properties	US	model|molformer ai model|ai model
2023-04-21	IBM Corp.	Moderna Holding B.V.	company		Moderna taps IBM for healthcare AI capabilities	US	healthcare ai capability|capability|ai capability
2023-04-21	IBM Corp.				IBM also reduced its application portfolio by 35% through standardizing global processes and applying AIOps, said Kavanaugh	IN	portfolio|application portfolio
2023-04-21	Accenture Inc.			Company Info	Accenture makes up approximately 2.1% of Clifford Swan Investment Counsel LLC's investment portfolio, making the stock its 7th largest holding	US	portfolio|investment portfolio
2023-04-21	Accenture Inc.	Securities and Exchange Commission	org		Clifford Swan Investment Counsel LLC's holdings in Accenture were worth $49,108,000 as of its most recent SEC filing	US	holding
2023-04-21	Infosys Limited			Grow|Publishing Numbers	Infosys had growth of 15. 4% and TCS 13. 7%	IN	tcs|growth
2023-04-21	Infosys Limited				In comparison, Infosys’s revenue fell 3. 2%, and TCS grew 0. 6%	IN	revenue|comparison
2023-04-21	Ernst & Young LLP			Award-Sponsoring	Ernst & Young has announced the finalists for the Entrepreneur of the Year 2023 Southwest Award, which celebrates entrepreneurs across North Texas, Oklahoma, Arkansas, and Wichita, Kansas	US	finalist
2023-04-21	IBM Corp.	Siemens AG	company	Partnerships|Company Info	Siemens and IBM collaborate to accelerate sustainable product development and operations	JP	
2023-04-21	IBM Corp.				IBM and Siemens are collaborating on a digital thread environment to integrate sustainability practices throughout the lifecycle of a product	US	lifecycle|practice|sustainability practice
2023-04-21	IBM Corp.	Siemens Digital Logistics GmbH	company	Partnerships	Siemens Digital Industries Software and IBM have expanded their long-term partnership by collaborating to develop a combined software solution	JP	partnership|long term partnership
2023-04-21	IBM Corp.				To address this gap, IBM and Siemens	US	gap
2023-04-21	Gartner Inc.			Grow	Gartner’s revenue for the quarter was up 15.2% on a year-over-year basis	US	revenue|year over year basis|basis
2023-04-21	Tata Consultancy Services Limited				India’s top software exporters Tata Consultancy Services and Infosys underlined the “uncertain environment” and flagged a slowdown in decision making	IN	slowdown
2023-04-21	Tata Consultancy Services Limited|Infosys Limited				Last week, India’s top software exporters Tata Consultancy Services and Infosys underlined the “uncertain environment” and flagged a slowdown in decision making, while reporting weaker than expected results	IN	uncertain environment
2023-04-21	IBM Corp.				On the equity front, International Business Machines managed gains	US	front|equity front|gain
2023-04-21	PricewaterhouseCoopers International Limited		product		For private companies and private equity investors, non-core assets divested by larger companies may be attractive, PwCsaidin its Energy	US	energy
2023-04-21	KPMG A/S				KPMG acquired Adelaide-headquartered SAP partner Think180 for an undisclosed sum	SG	undisclosed sum|partner think180|sum|think180|sap partner think180
2023-04-20	IBM Corp.	Moderna Therapeutics Inc.	company		In addition to the quantum systems, Moderna’s researchers will also access IBM’s foundational generative AI model	US	system|generative ai model|quantum system|model|foundational generative ai model|ai model
2023-04-20	IBM Corp.	Moderna Holding B.V.	company		The intersection between generative AI and quantum computing is not the main focus at this time, but it is an area that Moderna and IBM intend	US	
2023-04-20	IBM Corp.			Investments	IBM has been expanding its investment in AI lately, with a particular focus on partnerships such as the one	US	investment|focus
2023-04-20	Ernst & Young LLP				the appointment of Ernst & Young LLP as our independent registered public accounting firm	FI	firm|registered public accounting firm|public accounting firm|accounting firm|independent registered public accounting firm
2023-04-20	Ernst & Young LLP	Audit Committee	org		Our audit committee is submitting the selection of Ernst & Young LLP to our stockholders because it values our stockholders’ views on our independent registered public accounting firm	US	selection|stockholder
2023-04-20	Ernst & Young LLP				Representatives of Ernst & Young LLP will attend the virtual Annual Meeting and they will have an opportunity to make statements	US	meeting
2023-04-20	Ernst & Young LLP	Audit Committee	org		Our audit committee has appointed the firm of Ernst & Young LLP, independent registered public accountants, to audit our financial statements for the year ending December 31, 2023	US	firm
2023-04-20	Ernst & Young LLP				the firm of Ernst & Young LLP, independent registered public accountants, to audit our financial statements for the year ending December 31, 2023	US	statement|financial statement
2023-04-20	Ernst & Young LLP				Ernst & Young LLP has audited our financial statements since the year ended December 31, 2011	US	statement|financial statement
2023-04-20	Ernst & Young LLP			Company Info	Ernst& Young to serve as our independent registered public accounting firm to audit the financial statements of the Company for the fiscal year ending December31, 2023	US	statement|financial statement
2023-04-20	Ernst & Young LLP	Audit Committee	org		The Audit Committee has reviewed and discussed the audited consolidated financial statements contained in the Company’s 2022 Annual Report with management and Ernst& Young	US	consolidated financial statement|statement|financial statement|audited consolidated financial statement
2023-04-20	Ernst & Young LLP	Audit Committee	org		In addition, Ernst& Young has provided the Audit Committee with the written disclosures and the letter required by the applicable requirements of the PCAOB regarding Ernst& Young’s communications with the Audit Committee concerning independence, and the Audit Committee	US	disclosure|written disclosure|letter
2023-04-20	Ernst & Young LLP				Ernst& Young has provided the Audit Committee with the written disclosures and the letter required by the applicable requirements of the PCAOB regarding Ernst& Young’s communications with the Audit Committee concerning independence, and the Audit Committee	US	independence
2023-04-20	Ernst & Young LLP	Audit Committee of the Board	org		The Audit Committee of the Board has selected Ernst& Young to serve as our independent registered public accounting firm to audit the financial statements of the Company for the fiscal year ending December31, 2023	US	
2023-04-20	Ernst & Young LLP				Representatives of Ernst& Young are expected to virtually attend the Annual Meeting where they will be available to respond to appropriate questions	US	meeting
2023-04-20	Gartner Inc.				Gartner sees growth of 21.7 per cent year on year for 2023, reaching US$597.3 billion	AU	growth
2023-04-20	Gartner Inc.				For 2024, Gartner sees the total cloud market growing to US$724.6 billion, with software as a service being the largest market segment	AU	market|cloud market
2023-04-20	Gartner Inc.				Gartner sees the total cloud market growing to US$724.6 billion, with software as a service being the largest market segment	AU	market segment|segment
2023-04-20	Gartner Inc.				Gartner sees hefty increase in Aussie cloud spend this year	AU	increase
2023-04-20	IBM Corp.				IBM saw a modest 1% gain after earnings while AT&T tumbled 10% on a poor report	US	gain
2023-04-20	IBM Corp.				International Business Machines Corp. rose 0.03% to $126.36	US	
2023-04-20	IBM Corp.	Baxter Planning	person		of Baxter Planning, who partnered with IBM	US	
2023-04-20	WTW				The implications of this research are profound,” Jill Havely, managing director of employee experience at WTW, said in a Thursday press release	US	press release|release
2023-04-20	Ernst & Young LLP			Company Info	The appointment of Ernst & Young LLP as the Company’s independent registered public accounting firm for the fiscal year ending December 31, 2023	US	shareholder|company
2023-04-20	KPMG A/S				The following table shows the fees billed or expected to be billed for professional services by KPMG for the fiscal years	FI	service|professional service
2023-04-20	KPMG A/S				Representatives of KPMG are expected to be present at the Annual Meeting	FI	meeting
2023-04-20	Ernst & Young LLP	Audit Committee	org		The Audit Committee has also received the written disclosures and the letter from Ernst & Young LLP required by applicable requirements of the PCAOB regarding the independent accountants’ communications with the Audit Committee concerning independence	US	disclosure|written disclosure|letter
2023-04-20	Ernst & Young LLP	Cara Group Inc.	company		Upon completing these activities, the Audit Committee concluded that Ernst & Young LLP is independent from Cara	US	
2023-04-20	Ernst & Young LLP	America Annual Meeting	company		Representatives of Ernst& Young LLP are expected to be virtually present at the Annual Meeting	US	
2023-04-20	IBM Corp.				IBM ended in the green after it said margins	US	margin|it
2023-04-20	IBM Corp.			Company Info	IBM encourages investors to visit its various web sites from time to time, as information is updated and new information is posted	US	investor
2023-04-20	PricewaterhouseCoopers International Limited				PwC to make reference	US	reference
2023-04-20	PricewaterhouseCoopers International Limited				The audit report of PwC on the Company’s financial statements	US	statement|financial statement
2023-04-20	Aon PLC Holding				Aon assisted our compensation committee in conducting a competitive compensation assessment for our executive officers and non-employee directors for the 2022 annual	US	compensation committee|committee
2023-04-20	Ernst & Young LLP	Zecher	person	Employees	Prior to joining the Chuy’s board, Mr. Zecher was with Ernst & Young LLP, a registered public accounting firm, for over 36 years until his retirement as a Partner in 2010	US	
2023-04-20	IBM Corp.				its new partnership with IBM gives it access to AI and quantum computing technologies that could play a key role in speeding up its progress	US	partnership|ai|technology|it|quantum computing technology|computing technology
2023-04-20	IBM Corp.	Moderna Holding B.V.	company		to date (Endpoints) Moderna and IBM to Explore Quantum Computing and Generative AI for mRNA Science (BioSpace) BeiGene's gastric cancer drug succeeds in late-stage trial	US	trial|late stage trial
2023-04-20	IBM Corp.				that International Business Machines Corp. and its combined affiliates (together, “IBM”) improperly deducted royalty payments from related foreign entities	US	entity
2023-04-20	IBM Corp.			Regulatory	IBM is organized under the laws of New York	US	law
